external_code;name;category;price;image;bit_active;bit_new
9717422;Muñeca Sofia 67;Jugueteria;768;Jugueteria9717422Muñeca Sofia 67.png;1;0
C12001;Muñequera PROTE01;Mostrador;308.5;SCC12001Muñequera PROTE01.png;1;0
C02010;Naipes Casino x50;Jugueteria;326.5;JugueteriaC02010Naipes Casino x50.png;1;0
C02013;Naipes Infantiles x12;Jugueteria;1350;JugueteriaC02013Naipes Infantiles x12.png;1;0
9717731;Navaja Peluquero;Belleza y Cuidado Personal;437.5;Belleza y Cuidado Personal9717731Navaja Peluquero.jpeg;1;0
9717550;Nieve Rey Momo;Verano;411.6;Verano9717550Nieve Rey Momo.png;1;0
717420;Numeros x100 Rifa;Libreria;199.7;Insumos717420Numeros x100 Rifa.jpeg;1;0
C10064;Off Crema 60 ml;Verano;240.5;MostradorC10064Off Crema 60 ml.png;1;0
9717708;Paleta Mezcladora;Libreria;88.5;0;1;0
98;Paletas Personajes;Jugueteria;421.9;Jugueteria000098Paletas Personajes.jpeg;1;0
9717547;Palito Brochette;Bazar;269.9;Bazar9717547Palito Brochette.jpeg;1;0
9717549;Palitos Chinos art 101 Plastigal;Jugueteria;399.6;Jugueteria9717549Palitos Chinos art 101 Plastigal.png;1;0
C10059;Pañuelos Elite;Mostrador;310.8;MostradorC10059Pañuelos Elite.png;1;0
9717762;Papel Corrugado;Libreria;241.24;Libreria9717762Papel Corrugado.png;1;0
9717712;Papel de forrar personajes x10;Libreria;1109;Libreria9717712Papel de forrar personajes x10.png;1;0
9717728;Papel Forrar Araña (Rojo-Verde-Azul);Libreria;237.96;Libreria9717728Papel Forrar Araña (Rojo-Verde-Azul).jpg;1;0
67;Peine Navaja;Belleza y Cuidado Personal;189;Moda000067Peine Navaja.png;1;0
93;Pelota de goma pinches 20 cm;Jugueteria;274;Jugueteria000093Pelota de goma pinches 20 cm.png;1;0
9717689;Pelota Goma Argentina;Jugueteria;237.53;Libreria9717689Pelota Goma Argentina.jpeg;1;0
C02020;Pelota Goma Rayas N°2;Jugueteria;251.18;JugueteriaC02020Pelota Goma Rayas.png;1;0
C02086;Pelota goma rayas N°5;Jugueteria;661.5;JugueteriaC02086Pelota Goma Rayas N°5.png;0;0
9717463;Pelota Goma Rayas N°6;Jugueteria;839.5;Jugueteria9717463Pelota Goma Rayas N°6.jpeg;1;0
717367;Pelota Pelotero;Jugueteria;56.5;Jugueteria717367Pelota Pelotero.jpg;1;0
717345;Pelota Saltarina c/brillo;Jugueteria;134.9;Jugueteria717345Pelota Saltarina cbrillo.jpg;1;0
9717575;Pelota Saltarina Ojito Grande;Jugueteria;254.03;Jugueteria9717575Pelota Saltarina Ojito Grande.jpeg;1;0
9717615;Perfilador x3 art 3097;Moda;269.95;Moda9717615Perfilador x3 art 3097.png;1;0
9717569;Perinola;Jugueteria;372.9;Jugueteria9717569Perinola.jpg;1;0
9717461;Pesca Magic 7456/7533;Jugueteria;472.5;Jugueteria9717461Pesca Magic 19001.png;1;0
C03056;Pezonera 601;Belleza y Cuidado Personal;437.5;ModaC03056Pezonera 601.png;1;0
9717820;Picador de verduras;Bazar;1248.75;Bazar9717820Picador de verduras.png;1;0
717220;Pila Duracell AA;Mostrador;262.8;Mostrador717220Duracell AA.jpg;1;0
717221;Pila Duracell AAA;Mostrador;262.8;Mostrador717220Duracell AAA.png;1;0
9717780;Pila Eveready Mediana Tamaño C ;Mostrador;274.8;Mostrador9717780Pila Eveready Mediana Tamaño C .png;1;0
C10061;Pilas A23;Mostrador;239;MostradorC10061Pilas A23 x5.png;1;0
717522;Pinceles P/Cosmeticos;Moda;189.9;Moda717522Pinceles PCosmeticos.png;1;0
C01080;Pinceletas 3;Libreria;84.5;LibreriaC01080Pinceletas 3.png;1;0
9717741;Pinceletas 5;Libreria;129.5;Libreria9717741Pinceletas 5.png;1;0
717402;Pistola Balines Chica;Jugueteria;507.5;Jugueteria717402Pistola Balines Chica.jpeg;1;0
C02047;Pistola Cebitas Chica 007;Jugueteria;341.5;JugueteriaC02047Pistola Cebitas Chica 007.png;1;0
9717733;Pistola con Sopapa A22;Jugueteria;316.25;Jugueteria9717733Pistola con Sopapa A22.jpeg;1;0
717494;Pistola con Sopapa Art 370;Jugueteria;275.5;Jugueteria717494Pistola con Sopapas 9169.png;0;0
9717710;Pistola de Agua 42427;Jugueteria;407;Jugueteria9717710Pistola de Agua 42427.png;0;0
9717688;Pistola luz y sonido pilas art 31077;Jugueteria;1434.5;Jugueteria9717688Pistola luz y sonido pilas art 31077.png;1;0
9717348;Plasticola x 40g;Libreria;223.5;Libreria9717348Plasticola x 40g.png;1;0
9717437;Pony en Bolsa;Jugueteria;450;Jugueteria9717437Pony en Bolsa.png;1;0
108;Pony Huevo;Jugueteria;484.9;#N/A;0;0
C02048;POP IT Personajes;Jugueteria;265;JugueteriaC02048POP-IT Personajes.png;1;0
9717522;Pop Tube ;Jugueteria;222.5;Jugueteria9717522Pop Tube x 2.jpeg;1;0
9717400;Porta Cinta T20051;Libreria;675;Libreria9717400Porta Cinta T20051.png;1;0
C10015;Porta Sube;Mostrador;56.25;MostradorC10015Porta Sube.png;1;0
9717805;Poxilina;Mostrador;1362;Mostrador9717805Poxilina.png;1;0
717530;Protector Diario Calipso Celeste;Perfumeria;174;ModaC03061Protector Diario Calipso.png;1;0
717423;Pulsera Squishy;Jugueteria;249.9;Jugueteria717423Pulsera Squishy.jpeg;1;0
C16014;Pulseras Deportivas x12;Mostrador;581.94;SCC16014Pulseras Deportivas x12.png;1;0
C02034;Puntero Laser 3 en 1 89031;Jugueteria;296.9;JugueteriaC02034Puntero Laser 3 en 1 89031.png;1;0
C03059;Quitaesmalte Cutex 50ml;Perfumeria;238.9;ModaC03059Quitaesmalte Cutex 50ml.png;1;0
C05046;Rallador Mini imantado BNB13889;Bazar;135;BazarC05046Rallador Mini imantado BNB13889.png;1;0
C05061;Rallador Redondo;Bazar;356;BazarC05061Rallador Redondo.png;1;0
9717829;Rascador de espalda;Mostrador;219.5;Mostrador9717829Rascador de espalda.png;1;0
717437;Raton a Cuerda;Jugueteria;529.5;Jugueteria717437Raton a Cuerda.jpeg;0;0
9717819;Recibi Congreso;Libreria;289.5;Libreria9717819Recibi Congreso.png;1;0
9717629;Regadera Duravit art 543;Jugueteria;467.51;Jugueteria9717629Regadera Duravit art 543.png;1;0
9717735;Regla 15cm;Libreria;70.35;Libreria9717735Regla 15cm.png;1;0
717334;Regla 20cm Flexible;Libreria;115.9;Libreria717334Regla 20cm Flexible.jpg;1;0
9717766;Reloj Despertador 667;Bazar;832.66;Bazar9717766Reloj Despertador 667.jpeg;1;0
9717772;Remachadora;Ferreteria;1370.6;Ferreteria9717772Remachadora.jpeg;1;0
717239;Repuesto Gloria x96;Libreria;407.75;LibreriaRepuestos Gloria x 96.png;1;0
717250;Resaltador Filgo Pastel ;Libreria;174.88;Libreria717250Resaltador Filgo Pastel.png;0;0
C01033;Resaltador Fino Filgo fluo;Libreria;123.02;LibreriaC01033Resaltador Fino Filgo fluo.png;1;0
9717756;Resaltador Pastel x2;Libreria;299.5;Libreria9717756Resaltador Pastel x2.jpeg;1;0
9717792;Resaltador Trabi;Libreria;183.6;Libreria9717792Resaltador Trabi.jpeg;1;0
C01034;Resaltador x4;Libreria;299.5;#N/A;0;0
C02006;Resorte;Jugueteria;280;JugueteriaC02006Resorte (2).png;1;0
717371;Rodillo 5;Libreria;140.9;Libreria717371Rodillo 5.png;1;0
717370;Rodillo 8;Libreria;166.9;Libreria717371Rodillo 8.png;1;0
40;Rompecabezas personajes;Jugueteria;151.9;Jugueteria000040Rompecabezas x12.png;1;0
3;Rueda de Afileres x 12;Merceria;433.5;#N/A;0;0
9717812;Sacacarozo;Bazar;298.5;Bazar9717812Sacacarozo.png;1;0
C11005;Sacapelusa FL188;Merceria;855;MerceriaC11005Sacapelusa FL188.png;1;0
9717725;Sacapuntas Maped Boogy;Libreria;41.7;Libreria9717725Sacapuntas Maped Boogy.png;1;0
9717699;Sacapuntas Maped Conejo;Libreria;398;Libreria9717699Sacapuntas Maped Conejo.png;0;0
9717729;Sacapuntas Tipo Maped;Libreria;18.5;Libreria9717729Sacapuntas Tipo Maped.jpeg;1;0
C03071;Secador de Pelo Nova 1395;Electro Beauty;2373.75;ModaC03071Secador de Pelo Nova 1395.png;1;0
C01066;Sellitos Infantiles;Libreria;106.9;LibreriaC01066Sellitos Emoji.jpg;1;0
C02029;Set Cocina Duravit art 612;Jugueteria;961.8;JugueteriaC02029Set Cocina Duravit.jpg;1;0
9717803;Set higiene 6pz;Belleza y Cuidado Personal;387.5;Belleza y Cuidado Personal9717803Set higiene 6pz.png;1;0
9717672;Set limpieza duravit art 502;Jugueteria;1180.1;Jugueteria9717672Set limpieza duravit art 502.png;1;0
C03067;Set Tintura;Belleza y Cuidado Personal;588;ModaC03067Set Tintura.jpg;1;0
C16008;Silbato metal;Mostrador;150;SCC16008Silbato metal.png;1;0
9717737;Silicona Líquida X100gr;Libreria;612.6;Libreria9717737Silicona Líquida X100gr.png;1;0
9717738;Silicona Líquida X30gr;Libreria;289.09;Libreria9717738Silicona Líquida X30gr.png;1;0
C02021;Slime Personajes;Jugueteria;143.9;JugueteriaC02021Slime Personajes.png;1;0
9717818;Sobres comerciales x20 unidades;Libreria;232.5;Libreria9717818Sobres comerciales x20 unidades.png;1;0
C02150;Sobres de Gogos;Jugueteria;75;JugueteriaC02150Sobres de Gogos.png;1;0
9717452;Soga c/Contador 2018-23;Jugueteria;420;Jugueteria9717452Soga cContador 2018-23.png;1;0
9717532;Sogas p/saltar Art 705;Jugueteria;379.5;Jugueteria9717532Sogas psaltar Art 705.jpeg;1;0
9717828;Sonajero 60104;Jugueteria;320;Jugueteria9717828Sonajero 60104.jpeg;1;0
9717794;Sonajero P/auto;Jugueteria;487;Jugueteria9717794Sonajero Pauto.jpeg;1;0
717348;Sonajero p/choche Bebe;Jugueteria;618.9;Jugueteria717348Sonajero pchoche Bebe.jpg;1;0
212;Soporte Celular Ventosas;Accesorios Celular;319;AccesoriosCeludar000212Porta Celular Ventosas.jpeg;1;0
C02102;Squish Ball FR008;Jugueteria;499.99;JugueteriaC02102Squish Ball FR008.png;0;0
42;Squishy Araña;Jugueteria;437.9;#N/A;0;0
717484;Squishy Dino;Jugueteria;437.9;Jugueteria717484Dinos Squishy.png;1;0
9717742;Squishy Gorila;Jugueteria;437.9;Jugueteria9717742Squishy Gorila.jpeg;1;0
C02118;Telar para Pulseras E6860;Jugueteria;812;JugueteriaC02118Telar para pulseras E6860.png;1;0
C02039;Telefono Princesa;Jugueteria;506.5;JugueteriaC02039Telefono Princesa.jpeg;1;0
C01083;Tempera x10 Play Color;Libreria;355.2;LibreriaC01083Tempera x10.png;0;0
9717795;Termito Infantil;Jugueteria;493.75;Jugueteria9717795Termito Infantil.jpeg;1;0
C05028;Termo Deportivo 500cc;Bazar;3594.58;BazarC05028Termo Deportivo 500cc.png;0;0
9717528;Termo Inox 1lt;Bazar;3995;Bazar9717528Termo Inox 1lt.jpeg;0;0
C05009;Termo Inox 500cc;Bazar;2125.5;BazarC05009Termo Inox 500cc.png;0;0
C01037;Tijera 5.5 MR2328;Merceria;273.9;LibreriaC01037Tijera 5.5 MR2328.png;1;0
9717613;Tijera Alicate bei bei;Moda;618.79;Moda9717613Tijera Alicate Lucky.png;1;0
C01012;Tijera Escolar N5;Libreria;62.49;LibreriaC01012Tijera Escolar N501.png;0;0
C03054;Tijera plegable 201;Merceria;110.25;ModaC03054Tijera puñas plegable 201.png;1;0
9717809;Tijeritas;Libreria;275;Libreria9717809Tijeritas.png;1;0
63;Timbre de Hotel;Bazar;888.9;Bazar000063Timbre de Hotel.png;1;0
9717383;Toallita Calipso C/Alas Suave Rosa;Perfumeria;132.5;Belleza y Cuidado Personal9717383Toallita Calipso CAlas Suave Rosa.png;1;0
C03062;Toallita Calipso C/Alas verde;Perfumeria;166.8;ModaC03062Toalla Calipso CAlas.png;1;0
9717806;Torre Eifrel 10 cm;Bazar;245.48;Bazar9717806Torre Eifrel 10 cm.png;1;0
9717777;Touch Pen;Libreria;263.5;0;1;0
9717811;Trompo Emoji;Jugueteria;605.5;Jugueteria9717811Trompo Emoji.png;1;0
9717367;UHU;Mostrador;582;Mostrador9717367UHU.jpg;1;0
C03030;Uñas con pegamento;Belleza y Cuidado Personal;83.9;ModaC03030Uñas con pegamento.jpg;1;0
9717775;Valija x68 Marcadores / Lapices / Crayones;Libreria;1633.9;Libreria9717775Valija x68 Marcadores  Lapices  Crayones.png;1;0
9717776;Valija x86 Marcadores / Lapices / Crayones;Libreria;2041.9;0;0;0
C05017;Vaso Acero Inox;Bazar;250.6;BazarC05017Vaso Aluminio.jpeg;0;0
9717556;Vaso Térmico;Bazar;1240.79;Bazar9717556Vaso Térmico.jpg;0;0
717442;Vasos Personajes c/Sorbete;Bazar;199.9;Bazar717442Vasos Personajes cSorbete.jpeg;1;0
9717694;Vasos Plegables;Bazar;199.5;Bazar9717694Vasos Plegables.png;0;0
C07004;Velador Flexible x 416;Iluminacion;536.37;IluminacionC07004Velador Flexible IMRLAM0009.png;1;0
9717749;Vivora de madera articulada;Jugueteria;741;Jugueteria9717749Vivora de madera articulada.png;1;0
9717753;Voligoma Barra;Libreria;361.7;Libreria9717753Voligoma Barra.png;1;0
C02053;Yenga;Jugueteria;281.54;JugueteriaC02053Yenga.png;1;0
9717680;Zapato Muñecas;Jugueteria;880;Jugueteria9717680Zapato Muñecas.jpeg;1;0
97;Cortapelo/barba Nova Recargable 216;Belleza y Cuidado Personal;1149.26;#N/A;0;0
C01015;Acuarela Wabben Blister;Libreria;100.57;LibreriaC01015Acuarela.png;0;0
46;Acuarelas x12 Wabben Art 3314;Libreria;81.6;#N/A;0;0
717223;Agenda Anotador;Libreria;88.43;Libreria717223Agenda Anotador.jpeg;0;0
717407;Ametralladora 16730;Jugueteria;472.66;Jugueteria717407Ametralladora 26296.jpeg;0;0
C03076;Anillo C/brillo 546;Moda;27.5;ModaC03076Anillo Cbrillo 546.png;0;0
C03008;Anillos con brillo;Moda;64.01;#N/A;0;0
C03073;Anillos con brillo x12 A 3421/22/23;Moda;1181.99;ModaC03073Anillos con brillo x12.jpg;0;0
147;Animales Flexible Madera;Jugueteria;333.14;#N/A;0;0
57;Animales Selva;Jugueteria;872.12;#N/A;0;0
717277;Anotador Espiral Alfa;Libreria;267.61;#N/A;0;0
C03106;Apliques decorativos x12;Belleza y Cuidado Personal;392.65;ModaC03106Apliques decorativos x12.jpg;0;0
59;Arco y Flecha Batman;Jugueteria;1745.56;#N/A;0;0
C03044;Arítos x3 Par;Moda;45.83;ModaC03044Arítos x3 Par.png;0;0
C05020;Aromatizador;Bazar;207.89;#N/A;0;0
C05039;Atomizador 250cc;Bazar;122.94;BazarC05039Atomizador 250cc.png;0;0
C06010;Auricular AR1216;Audio;186.95;AudioC06010Auricular AR1216.png;0;0
717416;Auto 335;Jugueteria;184.03;Jugueteria717416Auto 335.jpeg;0;0
717330;Auto a Control Remoto 460;Jugueteria;407.19;Jugueteria717330Auto a Control Remoto 460.jpeg;0;0
95;Auto Cars a Pilas;Jugueteria;581.76;#N/A;0;0
106;Auto Cars Tazos;Jugueteria;341.87;#N/A;0;0
9717357;Auto Metal Colección;Jugueteria;405.15;Jugueteria9717357Auto Metal Colección.png;0;0
105;Auto Monster Dinosaurio;Jugueteria;827.75;#N/A;0;0
118;Avion a friccion;Jugueteria;305.5;#N/A;0;0
75;Avión a Pilas;Jugueteria;1221.85;#N/A;0;0
C05005;Balanza Personal Dinax;Pequños Electrodomesticos;3609.38;#N/A;0;0
717445;Balde de Hielo Inoxidable;Bazar;532.44;Bazar717445Balde de Hielo Inoxidable.jpeg;0;0
C02107;Barrilete;Jugueteria;363.69;#N/A;0;0
C02016;BayBlade;Jugueteria;312.77;#N/A;0;0
C02089;Bebote 45 cm BBP7;Jugueteria;1338.37;JugueteriaC02089Bebote BBP7.png;0;0
717329;Billetera Glitter;Moda;734.65;Moda717329Billetera Glitter.jpeg;0;0
C03052;Billetera Mujer;Moda;276.27;ModaC03052Billetera Mujer.png;0;0
103;Bingo c/ Bolillero;Jugueteria;1236.4;#N/A;0;0
9;Birome con Borra Tinta;Libreria;82.23;#N/A;0;0
717344;Blanco Dardos;Jugueteria;1002.32;Jugueteria717344Blanco Dardos.png;0;0
C03033;Blister de Invisibles x10;Moda;33.46;#N/A;0;0
C02087;Blister Doctora 583;Jugueteria;319.9;JugueteriaC02087Blister Doctora 583.jpeg;0;0
135;Blister Fashion sombras art 19873;Jugueteria;290.81;#N/A;0;0
123;Blister Herramientas art 430;Jugueteria;357.73;#N/A;0;0
C02153;Blister Lego Minecraft;Jugueteria;400.06;JugueteriaC02153Blister Lego Minecraft.jpg;0;0
55;Blister Maquillaje Tiny Zapato;Jugueteria;865.58;#N/A;0;0
C02084;Blister P/armar collares;Jugueteria;58.05;JugueteriaC02084Blister Parmar collares.png;0;0
60;Blister Paw Patrol;Jugueteria;1221.85;#N/A;0;0
128;Blister Policia con esposas art235;Jugueteria;421.74;#N/A;0;0
C02049;Blister Super Warrior x6;Jugueteria;351.33;JugueteriaC02049Blister Super Warrior x6.png;0;0
C02017;Bloques x29;Jugueteria;669.92;#N/A;0;0
C02037;Bocina para Bici FR1284;Jugueteria;232.03;JugueteriaC02037Bocina para Bici FR1284.png;0;0
C01016;Boligrafo Gel x6 Diseño;Libreria;154.21;LibreriaC01016Boligrafo Gel x6 Diseño.jpeg;0;0
717192;Boligrafo Gel x8 Diseño;Libreria;201.77;LibreriaC01016Boligrafo Gel x8 Diseño.jpeg;0;0
232;Bolsa de Colitas;Moda;108.97;#N/A;0;0
C02151;Bolsita Autos Fast Crash;Jugueteria;240.03;JugueteriaC02151Bolsita autos Fast Crash.png;0;0
C02025;Bolsita Shopkings;Jugueteria;167.3;JugueteriaC02025Bolsita Shopkings.png;0;0
717391;Botella c/ Destapador Ch;Bazar;2298.36;Bazar717391Botella c Destapador Ch.png;0;0
216;Botella Personajes;Jugueteria;232.62;#N/A;0;0
109;Brazos Inflables Bestway;Jugueteria;290.81;#N/A;0;0
9717591;Brazos Inflables Personajes;Jugueteria;290.22;#N/A;0;0
C03066;Broche Infantil;Jugueteria;86.56;ModaC03066Broche Infantil.png;0;0
C03031;Broches de pelo x10;Moda;21.82;#N/A;0;0
58;Burbujero Saxo;Jugueteria;436.28;#N/A;0;0
C02074;Caballo;Jugueteria;246.59;JugueteriaC02074Caballo;0;0
717332;Cable Tipo C;Accesorios Celular;487.5;Electronica717332Cable Tipo C.jpg;0;0
C02085;Cafetera en blister;Jugueteria;278.59;#N/A;0;0
C01075;Calculadora 6581;Libreria;423.78;#N/A;0;0
C01090;Calculadora c/soga;Libreria;213.79;LibreriaC01090Calculadora csoga.png;0;0
210;Calculadora Calcumax 515602;Libreria;378.87;#N/A;0;0
196;Calculadora Calcumax 515605;Libreria;378.87;#N/A;0;0
211;Calculadora Calcumax 515614;Libreria;183.43;#N/A;0;0
C01038;Calculadora CL6754;Libreria;727.38;LibreriaC01038Calculadora CL6754.png;0;0
215;Calculadora Kadio 9338;Libreria;619.85;#N/A;0;0
717325;Calculadora Kenko 6160;Libreria;642.11;Libreria717325Calculadora Kenco 6160.jpeg;0;0
214;Calculadora Kenko 9835;Libreria;626.18;#N/A;0;0
717477;Canasta de Frutas;Jugueteria;983.66;#N/A;0;0
85;Cantimploras;Jugueteria;745.57;#N/A;0;0
C09009;Cargador Auto 21A;Accesorios Celular;240.03;#N/A;0;0
C09025;Cargador Portatil 5000 Ma Dinax;Accesorios Celular;553.44;ElectronicaC09025Power Bank 5000 MAH Dinax DXPB34.png;0;0
717271;Carpeta Hasenauer Velox Amarilla;Libreria;54.24;#N/A;0;0
C02110;Carrito Super Kitty;Jugueteria;435.7;#N/A;0;0
137;Cartas Uno Candy Crush;Jugueteria;145.33;#N/A;0;0
64;Cartas Uno Gol;Jugueteria;278.85;#N/A;0;0
717260;Cartuchera Cuadriculada 1 Piso;Libreria;398.48;Libreria717260Cartuchera Cuadriculada 1 Piso.jpeg;0;0
C01046;Cartuchera Lona Tubo;Libreria;94.88;#N/A;0;0
C03082;Cepillo Alisador Dinax;Electro Beauty;1668.43;ModaC03082Cepillo Alisador Dinax.png;0;0
C10078;Cepillo de dientes x14 CT0928;Perfumeria;802.45;MostradorC10078Cepillo de dientes x14 CT0928.png;0;0
21;Cepillo y Peine;Belleza y Cuidado Personal;229.13;#N/A;0;0
C01010;Chinches Blister 2156;Libreria;56.93;#N/A;0;0
16;Chopp 1lts;Bazar;1080.16;#N/A;0;0
C05001;Cierre Bolsas;Bazar;80.3;#N/A;0;0
717321;Cinta Métrica 30m;Ferreteria;1083.79;Ferreteria717321Cinta Métrica 30m.png;0;0
C03024;Colita Brillo;Moda;53.11;#N/A;0;0
C03027;Colita Moño;Moda;50.19;#N/A;0;0
C03028;Colita Pompon;Moda;50.19;#N/A;0;0
C03011;Colita Rayas 040 Colores Varios;Moda;57.46;#N/A;0;0
C03012;Colitas 023/7 Colores Varios;Moda;80.19;#N/A;0;0
C01063;Compas Katana;Libreria;107.53;#N/A;0;0
C01098;Corrector a cinta P1112;Libreria;82.1;LibreriaC01098Corrector a cinta P1112.png;0;0
C03078;Cortabarba Recargable 8015;Electro Beauty;1410.48;ModaC03078Corta Barba Recargable 8015.png;0;0
C03080;Cortabarba W816;Electro Beauty;4100.27;#N/A;0;0
C03005;Cortapelo Winco 5000;Electro Beauty;4290.36;Belleza y Cuidado PersonalC03005Cortapelo Winco 5000.png;0;0
C01056;Cuadernillo América;Libreria;339.98;#N/A;0;0
C01051;Cuadernillo Asamblea;Libreria;362.63;#N/A;0;0
717276;Cuaderno Espiral N°1 Avon;Libreria;158.13;#N/A;0;0
153;Cubetera Corazón;Bazar;94.42;#N/A;0;0
C02111;Cubo Didactico Primera Infancia;Jugueteria;690.06;JugueteriaC02111Cubo Didactico Primera Infancia.png;0;0
C02019;Cubo Mágico ZT571C;Jugueteria;210.94;JugueteriaC02019Cubo Mágico ZT571C.png;0;0
C05023;Cuchilla;Bazar;246.73;#N/A;0;0
C05064;Cuchillo 8''rojo negro;Bazar;573.9;BazarC05064Cuchillo 8''.png;0;0
91;Desodorante Polyana Men 150 ml;Perfumeria;180.38;#N/A;0;0
C02134;Disfraz Ben 10;Jugueteria;509.17;JugueteriaC02134Disfraz Ben 10.png;0;0
C05003;Encendedor Bencina;Bazar;599.9;#N/A;0;0
56;Espada Batman;Jugueteria;1366.74;#N/A;0;0
C02023;Espada Zorro PK2079;Jugueteria;275.68;JugueteriaC02023Espada Zorro PK2079.png;0;0
C05033;Espatula Acrilica;Bazar;137.48;#N/A;0;0
717322;Espejo Manzanita;Belleza y Cuidado Personal;167.3;Belleza y Cuidado Personal717322Espejo Manzanita.jpeg;0;0
717378;Etiqueta Autoadhesiva Escolar;Libreria;15.82;Libreria717378Etiqueta Autoadhesiva Escolar.png;0;0
0;F Blister p/ armar collares art 137;Jugueteria;290.81;#N/A;0;0
175;F Camioneta art 80217;Jugueteria;857.58;#N/A;0;0
717205;F cinta embalar transparente;Libreria;94.25;#N/A;0;0
717435;F Clips Colores;Libreria;107.53;#N/A;0;0
176;F cubretera;Jugueteria;116.38;#N/A;0;0
717433;F Lapicera Filgo Azul;Libreria;1113.2;#N/A;0;0
717434;F Lapiz Tradition HB/B;Libreria;2492.9;#N/A;0;0
717275;F Marcador de Pizarra Sipa;Libreria;158.13;#N/A;0;0
717278;F Marcador Permanente Sipa;Libreria;101.2;#N/A;0;0
717281;F Microfibras Simbal Negra x10;Libreria;806.15;#N/A;0;0
C07012;Farol a Pilas 310;Iluminacion;270.45;IluminacionC07012Farol a Pilas.png;0;0
717315;Fibras Color Gel x6 334-2;Libreria;324;Libreria717315Fibras Color Gel x6 334-2.jpeg;0;0
C01003;Fibras X12 717-1;Libreria;142.32;LibreriaC01003Marcador X12 717-1.png;0;0
717203;Forros p/cuaderno;Libreria;35.3;0;0;0
717497;Frutas y Verduras Art 507;Jugueteria;449.46;Jugueteria717497Frutas y Verduras Art 507.png;0;0
C10042;Globos x25 Tuky;Mostrador;183.43;#N/A;0;0
33;Guantes Boxeo Personajes;Jugueteria;581.76;#N/A;0;0
139;Guitarra Musical a Pilas 7918;Jugueteria;770.3;#N/A;0;0
125;Hacha Minecraft;Jugueteria;465.38;#N/A;0;0
C02117;Hacha Thor;Jugueteria;1083.79; JugueteriaC02117Hacha Thor.png;0;0
88;Hisopos Algabo x 100;Perfumeria;0;#N/A;0;0
717422;Hisopos Qsoft x100;Perfumeria;267.22;Belleza y Cuidado Personal717422Hisopos Qsoft x100.jpeg;0;0
C10079;Hisopos x75;Perfumeria;176.76;MostradorC10079Hisopos x75.png;0;0
C01095;Hojas Canson N°5 Blancas PQ134222;Libreria;44.15;LibreriaC01095Hojas Canson N°5 Blancas PQ134222.png;0;0
C03040;Holders (Oferta);Moda;167.3;#N/A;0;0
140;Hombre Araña en Caja;Jugueteria;1061.83;#N/A;0;0
C02064;Huevito Paw Patrol;Jugueteria;376.78;#N/A;0;0
66;Inflador de Pie para Auto;Ferreteria;1803.16;#N/A;0;0
717386;Inodoro Explosivo;Jugueteria;348.41;Jugueteria717386Inodoro Explosivo.jpg;0;0
C03090;Invisible c/ estellitas;Moda;36.23;#N/A;0;0
C03048;Invisibles Bob Pin;Moda;65.33;ModaC03048Invisibles Bob Pin.png;0;0
C03064;Invisibles x20;Moda;50.19;ModaC03064Invisibles x20.png;0;0
62;Jeep;Jugueteria;722.88;#N/A;0;0
19;Jirafa Inflable 70x55cm;Jugueteria;851.03;#N/A;0;0
C02092;Jirafa luz y movimiento;Jugueteria;370.96;JugueteriaC02092Jirafa luz y movimiento.png;0;0
C02073;Juliana Doctora;Jugueteria;1249.7;#N/A;0;0
C02072;Juliana Mamá Chica;Jugueteria;1109.41;#N/A;0;0
174;Juliana Tatuajes Grande;Jugueteria;3605.25;#N/A;0;0
167;Juliana Veterinaria Chica;Jugueteria;2245.38;#N/A;0;0
C01085;Kit de Arte x86 pz 860-19-1;Libreria;910.17;#N/A;0;0
29;Labiales Cupcake;Jugueteria;752.84;#N/A;0;0
C03037;Labiales Permanentes x12;Belleza y Cuidado Personal;654.64;#N/A;0;0
23;Lanza Agua Emoji 17cm;Jugueteria;792.84;#N/A;0;0
22;Lanza Agua Estrella 25cm;Jugueteria;596.45;#N/A;0;0
77;Lanzador Agua 26cm;Jugueteria;269.13;#N/A;0;0
717193;Lapicera Color x12 6823;Libreria;207.34;Libreria717193Lapicera Color x12 6823.jpeg;0;0
C01064;Lapiz Bic x12 Negro Evolution9308802;Libreria;571.45;LibreriaC01064Lapiz Bic x12 Negro Evolution9308802.jpg;0;0
717262;Lapiz de Color Largo x24;Libreria;263.12;Libreria717262Lapiz de Color Largo x24.jpeg;0;0
717274;Lapiz Negro x5 6080;Libreria;88.55;Librera717274Lapiz Negro x5 6080.jpg;0;0
C01024;Lapiz Sky Color x12 JJ101303-1;Libreria;229.6;LibreriaC01024Lapiz Sky Color x12 JJ101303-1.png;0;0
111;Lego Dragon Ball Z;Jugueteria;247.17;#N/A;0;0
110;Lego Minecraft;Jugueteria;247.17;#N/A;0;0
112;Lego Minecraft Sorpresa;Jugueteria;232.62;#N/A;0;0
C04003;Linga;Ferreteria;494.62;#N/A;0;0
C04001;Linga VSCQ01;Ferreteria;654.5;FerreteraC04001Linga VSCQ01.jpg;0;0
C07005;Linterna Minera 678;Iluminacion;177.49;IluminacionC07005Linterna Minera 678.png;0;0
C07001;Linterna Recargable;Iluminacion;827.46;#N/A;0;0
C07007;Linterna USB;Iluminacion;187.66;#N/A;0;0
